"id","timestamp","reference","contract_type","entry_tick","exit_tick","buy_price","sell_price","profit"
37,"2019-04-17 08:42:38 GMT+0000","90076305808","DIGITEVEN","1918.80","1918.80","179.20",351.37,"172.17"
38,"2019-04-17 08:42:42 GMT+0000","90076310388","DIGITEVEN","1918.74","1918.74",0.35,0.66,"0.31"
39,"2019-04-17 08:42:46 GMT+0000","90076315528","DIGITEVEN","1917.98","1917.98",0.35,0.66,"0.31"
40,"2019-04-17 08:42:50 GMT+0000","90076320268","DIGITEVEN","1918.60","1918.60",0.35,0.66,"0.31"
41,"2019-04-17 08:42:54 GMT+0000","90076324588","DIGITEVEN","1917.64","1917.64",0.35,0.66,"0.31"
42,"2019-04-17 08:42:58 GMT+0000","90076330128","DIGITEVEN","1918.44","1918.44",0.35,0.66,"0.31"
43,"2019-04-17 08:43:02 GMT+0000","90076334868","DIGITEVEN","1919.01","1919.01",0.35,"0.00","-0.35"
44,"2019-04-17 08:43:06 GMT+0000","90076340008","DIGITEVEN","1919.58","1919.58","0.70",1.36,"0.66"
45,"2019-04-17 08:43:11 GMT+0000","90076346448","DIGITEVEN","1919.20","1919.20",0.35,0.66,"0.31"
46,"2019-04-17 08:43:14 GMT+0000","90076350048","DIGITEVEN","1919.31","1919.31",0.35,"0.00","-0.35"
47,"2019-04-17 08:43:19 GMT+0000","90076356268","DIGITEVEN","1920.01","1920.01","0.70","0.00","-0.70"
48,"2019-04-17 08:43:23 GMT+0000","90076360528","DIGITEVEN","1921.24","1921.24","1.40",2.75,"1.35"
49,"2019-04-17 08:43:27 GMT+0000","90076366308","DIGITEVEN","1920.73","1920.73",0.35,"0.00","-0.35"
50,"2019-04-17 08:43:31 GMT+0000","90076371688","DIGITEVEN","1920.11","1920.11","0.70","0.00","-0.70"
51,"2019-04-17 08:43:34 GMT+0000","90076375588","DIGITEVEN","1920.66","1920.66","1.40",2.75,"1.35"
52,"2019-04-17 08:43:39 GMT+0000","90076381808","DIGITEVEN","1920.37","1920.37",0.35,"0.00","-0.35"
53,"2019-04-17 08:43:44 GMT+0000","90076387568","DIGITEVEN","1920.48","1920.48","0.70",1.36,"0.66"
54,"2019-04-17 08:43:54 GMT+0000","90076399648","DIGITEVEN","1920.64","1920.64",0.35,0.66,"0.31"
55,"2019-04-17 08:43:58 GMT+0000","90076404588","DIGITEVEN","1920.40","1920.40",0.35,0.66,"0.31"
56,"2019-04-17 08:44:02 GMT+0000","90076411208","DIGITEVEN","1920.51","1920.51",0.35,"0.00","-0.35"
57,"2019-04-17 08:44:07 GMT+0000","90076417808","DIGITEVEN","1919.66","1919.66","0.70",1.36,"0.66"
58,"2019-04-17 08:44:14 GMT+0000","90076426188","DIGITEVEN","1919.83","1919.83",0.35,"0.00","-0.35"
59,"2019-04-17 08:44:18 GMT+0000","90076432268","DIGITEVEN","1919.93","1919.93","0.70","0.00","-0.70"
60,"2019-04-17 08:44:23 GMT+0000","90076438588","DIGITEVEN","1918.35","1918.35","1.40","0.00","-1.40"
61,"2019-04-17 08:44:26 GMT+0000","90076443228","DIGITEVEN","1918.76","1918.76","2.80",5.49,"2.69"
62,"2019-04-17 08:44:30 GMT+0000","90076448488","DIGITEVEN","1919.26","1919.26",0.35,0.66,"0.31"
63,"2019-04-17 08:44:34 GMT+0000","90076453368","DIGITEVEN","1919.08","1919.08",0.35,0.66,"0.31"
64,"2019-04-17 08:44:38 GMT+0000","90076458748","DIGITEVEN","1919.99","1919.99",0.35,"0.00","-0.35"
65,"2019-04-17 08:44:42 GMT+0000","90076464608","DIGITEVEN","1918.83","1918.83","0.70","0.00","-0.70"
66,"2019-04-17 08:44:46 GMT+0000","90076470048","DIGITEVEN","1919.46","1919.46","1.40",2.75,"1.35"
67,"2019-04-17 08:44:50 GMT+0000","90076474448","DIGITEVEN","1919.30","1919.30",0.35,0.66,"0.31"
68,"2019-04-17 08:44:54 GMT+0000","90076479208","DIGITEVEN","1918.43","1918.43",0.35,"0.00","-0.35"
69,"2019-04-17 08:44:58 GMT+0000","90076485728","DIGITEVEN","1918.48","1918.48","0.70",1.36,"0.66"
70,"2019-04-17 08:45:02 GMT+0000","90076492488","DIGITEVEN","1919.00","1919.00",0.35,0.66,"0.31"
71,"2019-04-17 08:45:06 GMT+0000","90076501068","DIGITEVEN","1918.83","1918.83",0.35,"0.00","-0.35"
72,"2019-04-17 08:45:10 GMT+0000","90076509108","DIGITEVEN","1919.32","1919.32","0.70",1.36,"0.66"
73,"2019-04-17 08:45:14 GMT+0000","90076514408","DIGITEVEN","1919.38","1919.38",0.35,0.66,"0.31"
74,"2019-04-17 08:45:18 GMT+0000","90076519388","DIGITEVEN","1919.31","1919.31",0.35,"0.00","-0.35"
75,"2019-04-17 08:45:23 GMT+0000","90076526668","DIGITEVEN","1918.33","1918.33","0.70","0.00","-0.70"
76,"2019-04-17 08:45:26 GMT+0000","90076531128","DIGITEVEN","1918.55","1918.55","1.40","0.00","-1.40"
77,"2019-04-17 08:45:31 GMT+0000","90076537168","DIGITEVEN","1919.30","1919.30","2.80",5.49,"2.69"
78,"2019-04-17 08:45:34 GMT+0000","90076542048","DIGITEVEN","1919.60","1919.60",0.35,0.66,"0.31"
79,"2019-04-17 08:45:38 GMT+0000","90076546048","DIGITEVEN","1919.10","1919.10",0.35,0.66,"0.31"
80,"2019-04-17 08:45:42 GMT+0000","90076551328","DIGITEVEN","1918.74","1918.74",0.35,0.66,"0.31"
81,"2019-04-17 08:45:46 GMT+0000","90076555788","DIGITEVEN","1920.45","1920.45",0.35,"0.00","-0.35"
82,"2019-04-17 08:45:50 GMT+0000","90076562428","DIGITEVEN","1922.00","1922.00","0.70",1.36,"0.66"
83,"2019-04-17 08:45:56 GMT+0000","90076568708","DIGITEVEN","1923.12","1923.12",0.35,0.66,"0.31"
84,"2019-04-17 08:46:00 GMT+0000","90076575348","DIGITEVEN","1922.96","1922.96",0.35,0.66,"0.31"
85,"2019-04-17 08:46:04 GMT+0000","90076581568","DIGITEVEN","1922.20","1922.20",0.35,0.66,"0.31"
86,"2019-04-17 08:46:08 GMT+0000","90076586968","DIGITEVEN","1922.20","1922.20",0.35,0.66,"0.31"
87,"2019-04-17 08:46:12 GMT+0000","90076592308","DIGITEVEN","1922.34","1922.34",0.35,0.66,"0.31"
88,"2019-04-17 08:46:16 GMT+0000","90076597348","DIGITEVEN","1922.06","1922.06",0.35,0.66,"0.31"
89,"2019-04-17 08:46:20 GMT+0000","90076602648","DIGITEVEN","1921.41","1921.41",0.35,"0.00","-0.35"
90,"2019-04-17 08:46:24 GMT+0000","90076607968","DIGITEVEN","1921.02","1921.02","0.70",1.36,"0.66"
91,"2019-04-17 08:46:29 GMT+0000","90076614688","DIGITEVEN","1922.29","1922.29",0.35,"0.00","-0.35"
92,"2019-04-17 08:46:32 GMT+0000","90076618488","DIGITEVEN","1921.75","1921.75","0.70","0.00","-0.70"
93,"2019-04-17 08:46:36 GMT+0000","90076623888","DIGITEVEN","1921.21","1921.21","1.40","0.00","-1.40"
94,"2019-04-17 08:46:40 GMT+0000","90076628848","DIGITEVEN","1921.57","1921.57","2.80","0.00","-2.80"
95,"2019-04-17 08:46:51 GMT+0000","90076642528","DIGITEVEN","1921.01","1921.01","5.60","0.00","-5.60"
96,"2019-04-17 08:46:54 GMT+0000","90076646948","DIGITEVEN","1920.97","1920.97","11.20","0.00","-11.20"
97,"2019-04-17 08:46:58 GMT+0000","90076652468","DIGITEVEN","1920.85","1920.85","22.40","0.00","-22.40"
98,"2019-04-17 08:47:02 GMT+0000","90076657648","DIGITEVEN","1920.27","1920.27","44.80","0.00","-44.80"
99,"2019-04-17 08:47:10 GMT+0000","90076666908","DIGITEVEN","1920.26","1920.26","89.60",175.69,"86.09"
100,"2019-04-17 08:47:15 GMT+0000","90076673328","DIGITEVEN","1919.96","1919.96",0.35,0.66,"0.31"
101,"2019-04-17 08:47:18 GMT+0000","90076677068","DIGITEVEN","1921.33","1921.33",0.35,"0.00","-0.35"
102,"2019-04-17 08:47:23 GMT+0000","90076684188","DIGITEVEN","1921.94","1921.94","0.70",1.36,"0.66"
103,"2019-04-17 08:47:28 GMT+0000","90076690128","DIGITEVEN","1921.94","1921.94",0.35,0.66,"0.31"
104,"2019-04-17 08:47:32 GMT+0000","90076696208","DIGITEVEN","1922.71","1922.71",0.35,"0.00","-0.35"
105,"2019-04-17 08:47:37 GMT+0000","90076702648","DIGITEVEN","1923.33","1923.33","0.70","0.00","-0.70"
106,"2019-04-17 08:47:46 GMT+0000","90076714528","DIGITEVEN","1924.29","1924.29","1.40","0.00","-1.40"
107,"2019-04-17 08:47:51 GMT+0000","90076721648","DIGITEVEN","1924.89","1924.89","2.80","0.00","-2.80"
108,"2019-04-17 08:48:01 GMT+0000","90076735348","DIGITEVEN","1927.91","1927.91","5.60","0.00","-5.60"
109,"2019-04-17 08:48:04 GMT+0000","90076739908","DIGITEVEN","1927.82","1927.82","11.20",21.96,"10.76"
110,"2019-04-17 08:48:09 GMT+0000","90076746108","DIGITEVEN","1927.93","1927.93",0.35,"0.00","-0.35"
111,"2019-04-17 08:48:16 GMT+0000","90076754988","DIGITEVEN","1926.98","1926.98","0.70",1.36,"0.66"
112,"2019-04-17 08:48:21 GMT+0000","90076761108","DIGITEVEN","1925.97","1925.97",0.35,"0.00","-0.35"
113,"2019-04-17 08:48:24 GMT+0000","90076765388","DIGITEVEN","1924.43","1924.43","0.70","0.00","-0.70"
114,"2019-04-17 08:48:28 GMT+0000","90076770308","DIGITEVEN","1924.04","1924.04","1.40",2.75,"1.35"
115,"2019-04-17 08:48:32 GMT+0000","90076776188","DIGITEVEN","1924.05","1924.05",0.35,"0.00","-0.35"
116,"2019-04-17 08:48:40 GMT+0000","90076784768","DIGITEVEN","1923.85","1923.85","0.70","0.00","-0.70"
117,"2019-04-17 08:48:45 GMT+0000","90076790548","DIGITEVEN","1922.35","1922.35","1.40","0.00","-1.40"
118,"2019-04-17 08:48:48 GMT+0000","90076796608","DIGITEVEN","1921.86","1921.86","2.80",5.49,"2.69"
119,"2019-04-17 08:48:53 GMT+0000","90076801288","DIGITEVEN","1921.89","1921.89",0.35,"0.00","-0.35"
120,"2019-04-17 08:48:56 GMT+0000","90076805108","DIGITEVEN","1922.44","1922.44","0.70",1.36,"0.66"
121,"2019-04-17 08:49:00 GMT+0000","90076810648","DIGITEVEN","1921.54","1921.54",0.35,0.66,"0.31"
122,"2019-04-17 08:49:06 GMT+0000","90076818428","DIGITEVEN","1922.49","1922.49",0.35,"0.00","-0.35"
123,"2019-04-17 08:49:10 GMT+0000","90076823468","DIGITEVEN","1922.39","1922.39","0.70","0.00","-0.70"
124,"2019-04-17 08:49:14 GMT+0000","90076829148","DIGITEVEN","1922.04","1922.04","1.40",2.75,"1.35"
125,"2019-04-17 08:49:18 GMT+0000","90076834228","DIGITEVEN","1921.53","1921.53",0.35,"0.00","-0.35"
126,"2019-04-17 08:49:29 GMT+0000","90076848168","DIGITEVEN","1920.88","1920.88","0.70",1.36,"0.66"
127,"2019-04-17 08:49:38 GMT+0000","90076859468","DIGITEVEN","1921.78","1921.78",0.35,0.66,"0.31"
128,"2019-04-17 08:49:42 GMT+0000","90076864128","DIGITEVEN","1922.14","1922.14",0.35,0.66,"0.31"
129,"2019-04-17 08:49:46 GMT+0000","90076868948","DIGITEVEN","1922.42","1922.42",0.35,0.66,"0.31"
130,"2019-04-17 08:49:50 GMT+0000","90076874408","DIGITEVEN","1921.59","1921.59",0.35,"0.00","-0.35"
131,"2019-04-17 08:49:54 GMT+0000","90076879908","DIGITEVEN","1921.89","1921.89","0.70","0.00","-0.70"
132,"2019-04-17 08:49:58 GMT+0000","90076885188","DIGITEVEN","1922.64","1922.64","1.40",2.75,"1.35"
133,"2019-04-17 08:50:03 GMT+0000","90076892888","DIGITEVEN","1924.14","1924.14",0.35,0.66,"0.31"
134,"2019-04-17 08:50:06 GMT+0000","90076898468","DIGITEVEN","1925.41","1925.41",0.35,"0.00","-0.35"
135,"2019-04-17 08:50:10 GMT+0000","90076905548","DIGITEVEN","1926.03","1926.03","0.70","0.00","-0.70"
136,"2019-04-17 08:50:14 GMT+0000","90076911128","DIGITEVEN","1924.91","1924.91","1.40","0.00","-1.40"
137,"2019-04-17 08:50:18 GMT+0000","90076916548","DIGITEVEN","1924.01","1924.01","2.80","0.00","-2.80"
138,"2019-04-17 08:50:29 GMT+0000","90076930588","DIGITEVEN","1924.82","1924.82","5.60",10.98,"5.38"
139,"2019-04-17 08:50:36 GMT+0000","90076939248","DIGITEVEN","1925.62","1925.62",0.35,0.66,"0.31"
140,"2019-04-17 08:50:46 GMT+0000","90076950908","DIGITEVEN","1925.43","1925.43",0.35,"0.00","-0.35"
141,"2019-04-17 08:50:51 GMT+0000","90076956428","DIGITEVEN","1925.20","1925.20","0.70",1.36,"0.66"
142,"2019-04-17 08:50:54 GMT+0000","90076960228","DIGITEVEN","1924.93","1924.93",0.35,"0.00","-0.35"
143,"2019-04-17 08:50:58 GMT+0000","90076965788","DIGITEVEN","1924.98","1924.98","0.70",1.36,"0.66"
144,"2019-04-17 08:51:02 GMT+0000","90076970868","DIGITEVEN","1924.34","1924.34",0.35,0.66,"0.31"
145,"2019-04-17 08:51:06 GMT+0000","90076975848","DIGITEVEN","1925.33","1925.33",0.35,"0.00","-0.35"
146,"2019-04-17 08:51:10 GMT+0000","90076982348","DIGITEVEN","1925.65","1925.65","0.70","0.00","-0.70"
147,"2019-04-17 08:51:14 GMT+0000","90076986708","DIGITEVEN","1924.83","1924.83","1.40","0.00","-1.40"
148,"2019-04-17 08:51:18 GMT+0000","90076992808","DIGITEVEN","1925.15","1925.15","2.80","0.00","-2.80"
149,"2019-04-17 08:51:29 GMT+0000","90077006708","DIGITEVEN","1927.08","1927.08","5.60",10.98,"5.38"
150,"2019-04-17 08:51:33 GMT+0000","90077011868","DIGITEVEN","1927.48","1927.48",0.35,0.66,"0.31"
151,"2019-04-17 08:51:36 GMT+0000","90077016068","DIGITEVEN","1927.10","1927.10",0.35,0.66,"0.31"
152,"2019-04-17 08:51:42 GMT+0000","90077023408","DIGITEVEN","1928.50","1928.50",0.35,0.66,"0.31"
153,"2019-04-17 08:51:46 GMT+0000","90077028908","DIGITEVEN","1929.05","1929.05",0.35,"0.00","-0.35"
154,"2019-04-17 08:51:50 GMT+0000","90077034748","DIGITEVEN","1930.91","1930.91","0.70","0.00","-0.70"
155,"2019-04-17 08:51:54 GMT+0000","90077039888","DIGITEVEN","1930.50","1930.50","1.40",2.75,"1.35"
156,"2019-04-17 08:51:58 GMT+0000","90077046288","DIGITEVEN","1930.72","1930.72",0.35,0.66,"0.31"
157,"2019-04-17 08:52:02 GMT+0000","90077051348","DIGITEVEN","1930.56","1930.56",0.35,0.66,"0.31"
158,"2019-04-17 08:52:06 GMT+0000","90077058068","DIGITEVEN","1931.08","1931.08",0.35,0.66,"0.31"
159,"2019-04-17 08:52:10 GMT+0000","90077062548","DIGITEVEN","1931.73","1931.73",0.35,"0.00","-0.35"
160,"2019-04-17 08:52:14 GMT+0000","90077070028","DIGITEVEN","1931.88","1931.88","0.70",1.36,"0.66"
161,"2019-04-17 08:52:18 GMT+0000","90077074928","DIGITEVEN","1931.91","1931.91",0.35,"0.00","-0.35"
162,"2019-04-17 08:52:22 GMT+0000","90077080588","DIGITEVEN","1932.02","1932.02","0.70",1.36,"0.66"
163,"2019-04-17 08:52:26 GMT+0000","90077085608","DIGITEVEN","1932.39","1932.39",0.35,"0.00","-0.35"
164,"2019-04-17 08:52:31 GMT+0000","90077092408","DIGITEVEN","1931.27","1931.27","0.70","0.00","-0.70"
165,"2019-04-17 08:52:38 GMT+0000","90077101228","DIGITEVEN","1931.59","1931.59","1.40","0.00","-1.40"
166,"2019-04-17 08:52:43 GMT+0000","90077107688","DIGITEVEN","1930.42","1930.42","2.80",5.49,"2.69"
167,"2019-04-17 08:52:47 GMT+0000","90077112908","DIGITEVEN","1930.67","1930.67",0.35,"0.00","-0.35"
168,"2019-04-17 08:52:50 GMT+0000","90077117268","DIGITEVEN","1930.70","1930.70","0.70",1.36,"0.66"
169,"2019-04-17 08:52:54 GMT+0000","90077121928","DIGITEVEN","1930.24","1930.24",0.35,0.66,"0.31"
170,"2019-04-17 08:52:58 GMT+0000","90077126148","DIGITEVEN","1929.42","1929.42",0.35,0.66,"0.31"
171,"2019-04-17 08:53:02 GMT+0000","90077133188","DIGITEVEN","1928.70","1928.70",0.35,0.66,"0.31"
172,"2019-04-17 08:53:06 GMT+0000","90077138288","DIGITEVEN","1929.61","1929.61",0.35,"0.00","-0.35"
173,"2019-04-17 08:53:10 GMT+0000","90077144508","DIGITEVEN","1929.95","1929.95","0.70","0.00","-0.70"
174,"2019-04-17 08:53:14 GMT+0000","90077149248","DIGITEVEN","1929.37","1929.37","1.40","0.00","-1.40"
175,"2019-04-17 08:53:18 GMT+0000","90077155268","DIGITEVEN","1929.85","1929.85","2.80","0.00","-2.80"
176,"2019-04-17 08:53:29 GMT+0000","90077170128","DIGITEVEN","1931.20","1931.20","5.60",10.98,"5.38"
177,"2019-04-17 08:53:32 GMT+0000","90077174468","DIGITEVEN","1931.14","1931.14",0.35,0.66,"0.31"
178,"2019-04-17 08:53:36 GMT+0000","90077178728","DIGITEVEN","1931.40","1931.40",0.35,0.66,"0.31"
179,"2019-04-17 08:53:40 GMT+0000","90077183348","DIGITEVEN","1931.96","1931.96",0.35,0.66,"0.31"
180,"2019-04-17 08:53:48 GMT+0000","90077193828","DIGITEVEN","1932.29","1932.29",0.35,"0.00","-0.35"
181,"2019-04-17 08:53:53 GMT+0000","90077199868","DIGITEVEN","1932.91","1932.91","0.70","0.00","-0.70"
182,"2019-04-17 08:53:57 GMT+0000","90077205368","DIGITEVEN","1932.98","1932.98","1.40",2.75,"1.35"
183,"2019-04-17 08:54:00 GMT+0000","90077210368","DIGITEVEN","1932.44","1932.44",0.35,0.66,"0.31"
184,"2019-04-17 08:54:04 GMT+0000","90077215488","DIGITEVEN","1930.76","1930.76",0.35,0.66,"0.31"
185,"2019-04-17 08:54:08 GMT+0000","90077221228","DIGITEVEN","1930.19","1930.19",0.35,"0.00","-0.35"
186,"2019-04-17 08:54:12 GMT+0000","90077226768","DIGITEVEN","1929.93","1929.93","0.70","0.00","-0.70"
187,"2019-04-17 08:54:16 GMT+0000","90077231988","DIGITEVEN","1931.16","1931.16","1.40",2.75,"1.35"
188,"2019-04-17 08:54:21 GMT+0000","90077237668","DIGITEVEN","1931.29","1931.29",0.35,"0.00","-0.35"
189,"2019-04-17 08:54:25 GMT+0000","90077243748","DIGITEVEN","1931.37","1931.37","0.70","0.00","-0.70"
190,"2019-04-17 08:54:28 GMT+0000","90077248908","DIGITEVEN","1931.85","1931.85","1.40","0.00","-1.40"
191,"2019-04-17 08:54:32 GMT+0000","90077253268","DIGITEVEN","1931.11","1931.11","2.80","0.00","-2.80"
192,"2019-04-17 08:54:43 GMT+0000","90077267728","DIGITEVEN","1930.50","1930.50","5.60",10.98,"5.38"
193,"2019-04-17 08:54:47 GMT+0000","90077272868","DIGITEVEN","1931.11","1931.11",0.35,"0.00","-0.35"
194,"2019-04-17 08:54:56 GMT+0000","90077284168","DIGITEVEN","1931.03","1931.03","0.70","0.00","-0.70"
195,"2019-04-17 08:55:01 GMT+0000","90077291628","DIGITEVEN","1932.06","1932.06","1.40",2.75,"1.35"
196,"2019-04-17 08:55:05 GMT+0000","90077299528","DIGITEVEN","1932.77","1932.77",0.35,"0.00","-0.35"
197,"2019-04-17 08:55:12 GMT+0000","90077309848","DIGITEVEN","1930.70","1930.70","0.70",1.36,"0.66"
198,"2019-04-17 08:55:16 GMT+0000","90077315228","DIGITEVEN","1930.29","1930.29",0.35,"0.00","-0.35"
199,"2019-04-17 08:55:20 GMT+0000","90077321128","DIGITEVEN","1930.01","1930.01","0.70","0.00","-0.70"
200,"2019-04-17 08:55:25 GMT+0000","90077327288","DIGITEVEN","1930.17","1930.17","1.40","0.00","-1.40"
201,"2019-04-17 08:55:29 GMT+0000","90077333028","DIGITEVEN","1930.23","1930.23","2.80","0.00","-2.80"
202,"2019-04-17 08:55:41 GMT+0000","90077348788","DIGITEVEN","1931.18","1931.18","5.60",10.98,"5.38"
203,"2019-04-17 08:55:44 GMT+0000","90077352928","DIGITEVEN","1931.21","1931.21",0.35,"0.00","-0.35"
204,"2019-04-17 08:55:48 GMT+0000","90077358548","DIGITEVEN","1929.75","1929.75","0.70","0.00","-0.70"
205,"2019-04-17 08:55:53 GMT+0000","90077364768","DIGITEVEN","1929.03","1929.03","1.40","0.00","-1.40"
206,"2019-04-17 08:55:58 GMT+0000","90077370908","DIGITEVEN","1928.28","1928.28","2.80",5.49,"2.69"
207,"2019-04-17 08:56:02 GMT+0000","90077378008","DIGITEVEN","1928.21","1928.21",0.35,"0.00","-0.35"
208,"2019-04-17 08:56:06 GMT+0000","90077383548","DIGITEVEN","1929.40","1929.40","0.70",1.36,"0.66"
209,"2019-04-17 08:56:11 GMT+0000","90077390008","DIGITEVEN","1928.31","1928.31",0.35,"0.00","-0.35"
210,"2019-04-17 08:56:14 GMT+0000","90077394028","DIGITEVEN","1928.55","1928.55","0.70","0.00","-0.70"
211,"2019-04-17 08:56:19 GMT+0000","90077401628","DIGITEVEN","1928.41","1928.41","1.40","0.00","-1.40"
212,"2019-04-17 08:56:22 GMT+0000","90077406588","DIGITEVEN","1929.69","1929.69","2.80","0.00","-2.80"
213,"2019-04-17 08:56:33 GMT+0000","90077420648","DIGITEVEN","1929.47","1929.47","5.60","0.00","-5.60"
214,"2019-04-17 08:56:36 GMT+0000","90077425348","DIGITEVEN","1930.31","1930.31","11.20","0.00","-11.20"
215,"2019-04-17 08:56:40 GMT+0000","90077429948","DIGITEVEN","1929.85","1929.85","22.40","0.00","-22.40"
216,"2019-04-17 08:56:44 GMT+0000","90077434848","DIGITEVEN","1930.05","1930.05","44.80","0.00","-44.80"
217,"2019-04-17 08:56:49 GMT+0000","90077441788","DIGITEVEN","1928.78","1928.78","89.60",175.69,"86.09"
218,"2019-04-17 08:56:52 GMT+0000","90077446028","DIGITEVEN","1929.21","1929.21",0.35,"0.00","-0.35"
219,"2019-04-17 08:56:56 GMT+0000","90077452648","DIGITEVEN","1929.18","1929.18","0.70",1.36,"0.66"
220,"2019-04-17 08:57:01 GMT+0000","90077459328","DIGITEVEN","1930.46","1930.46",0.35,0.66,"0.31"
221,"2019-04-17 08:57:04 GMT+0000","90077463968","DIGITEVEN","1931.41","1931.41",0.35,"0.00","-0.35"
222,"2019-04-17 08:57:10 GMT+0000","90077471788","DIGITEVEN","1931.40","1931.40","0.70",1.36,"0.66"
223,"2019-04-17 08:57:14 GMT+0000","90077477908","DIGITEVEN","1931.08","1931.08",0.35,0.66,"0.31"
224,"2019-04-17 08:57:18 GMT+0000","90077484128","DIGITEVEN","1932.24","1932.24",0.35,0.66,"0.31"
225,"2019-04-17 08:57:22 GMT+0000","90077489148","DIGITEVEN","1931.37","1931.37",0.35,"0.00","-0.35"
226,"2019-04-17 08:57:26 GMT+0000","90077495248","DIGITEVEN","1930.49","1930.49","0.70","0.00","-0.70"
227,"2019-04-17 08:57:33 GMT+0000","90077504908","DIGITEVEN","1930.62","1930.62","1.40",2.75,"1.35"
